source_file,referenced_path,path_exists,status
00_project_blueprint\34_phase_1_part_4_completion_report.md,scripts/profile_dataset.py,True,PASS
00_project_blueprint\34_phase_1_part_4_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\35_phase_1_part_5_completion_report.md,data/raw/raw_defect_manifest.csv,True,PASS
00_project_blueprint\35_phase_1_part_5_completion_report.md,docs/data_foundation_validation.md,True,PASS
00_project_blueprint\35_phase_1_part_5_completion_report.md,scripts/validate_data_foundation.py,True,PASS
00_project_blueprint\35_phase_1_part_5_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,scripts/generate_dataset.py,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,scripts/validate_data_foundation.py,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,docs/initial_data_profile.md,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,docs/data_model.md,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,data/raw/raw_defect_manifest.csv,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,docs/erd.md,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,docs/data_foundation_validation.md,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\36_phase_1_completion_report.md,scripts/profile_dataset.py,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,outputs/cleaning/imputation_log.csv,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,scripts/clean_dataset.py,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,data/processed/placementlens_students_clean.csv,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,outputs/cleaning/cleaning_rule_matrix.csv,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,outputs/cleaning/cleaning_validation_rules.md,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,docs/cleaning_strategy.md,True,PASS
00_project_blueprint\37_phase_2_part_1_completion_report.md,outputs/cleaning/expected_before_after_counts.csv,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,outputs/cleaning/imputation_log.csv,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,scripts/clean_dataset.py,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,data/processed/placementlens_students_clean.csv,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,docs/cleaning_pipeline.md,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,outputs/cleaning/cleaning_summary.csv,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\38_phase_2_part_2_completion_report.md,outputs/cleaning/cleaning_audit_log.csv,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,scripts/clean_structural.py,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,docs/structural_cleaning_report.md,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,outputs/cleaning/structural_cleaning_summary.csv,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,outputs/cleaning/structural_cleaning_run_log.md,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,outputs/cleaning/structural_cleaning_validation.csv,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,data/processed/placementlens_students_structural_clean.csv,True,PASS
00_project_blueprint\39_phase_2_part_3_completion_report.md,outputs/cleaning/duplicate_audit.csv,True,PASS
00_project_blueprint\40_phase_2_part_4_completion_report.md,data/processed/placementlens_students_clean.csv,True,PASS
00_project_blueprint\40_phase_2_part_4_completion_report.md,scripts/validate_clean_dataset.py,True,PASS
00_project_blueprint\40_phase_2_part_4_completion_report.md,scripts/clean_standardize.py,True,PASS
00_project_blueprint\40_phase_2_part_4_completion_report.md,docs/standardization_and_imputation.md,True,PASS
00_project_blueprint\40_phase_2_part_4_completion_report.md,data/processed/placementlens_students_structural_clean.csv,True,PASS
00_project_blueprint\41_phase_2_part_5_completion_report.md,data/processed/placementlens_students_clean.csv,True,PASS
00_project_blueprint\41_phase_2_part_5_completion_report.md,scripts/validate_clean_dataset.py,True,PASS
00_project_blueprint\41_phase_2_part_5_completion_report.md,docs/post_cleaning_quality_audit.md,True,PASS
00_project_blueprint\41_phase_2_part_5_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,scripts/clean_structural.py,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,scripts/clean_dataset.py,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,data/processed/placementlens_students_clean.csv,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,scripts/validate_clean_dataset.py,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,scripts/clean_standardize.py,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,scripts/finalize_phase2.py,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,data/raw/placementlens_students_raw.csv,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,docs/phase2_to_phase3_handoff.md,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,docs/cleaning_strategy.md,True,PASS
00_project_blueprint\42_phase_2_completion_report.md,docs/final_data_contract.md,True,PASS
docs\cleaning_pipeline.md,outputs/cleaning/imputation_log.csv,True,PASS
docs\cleaning_pipeline.md,scripts/clean_dataset.py,True,PASS
docs\cleaning_pipeline.md,outputs/cleaning/cleaning_run_log.md,True,PASS
docs\cleaning_pipeline.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\cleaning_pipeline.md,outputs/cleaning/cleaning_summary.csv,True,PASS
docs\cleaning_pipeline.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\cleaning_pipeline.md,outputs/cleaning/cleaning_audit_log.csv,True,PASS
docs\cleaning_strategy.md,outputs/cleaning/cleaning_summary_report.md,False,WARNING
docs\cleaning_strategy.md,outputs/cleaning/imputation_log.csv,True,PASS
docs\cleaning_strategy.md,scripts/clean_dataset.py,True,PASS
docs\cleaning_strategy.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\cleaning_strategy.md,scripts/validate_clean_dataset.py,True,PASS
docs\cleaning_strategy.md,data/raw/raw_defect_manifest.csv,True,PASS
docs\cleaning_strategy.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\cleaning_strategy.md,outputs/cleaning/unexpected_defects.log,False,WARNING
docs\dataset_generation.md,data/raw/raw_defect_manifest.csv,True,PASS
docs\dataset_generation.md,scripts/generate_dataset.py,True,PASS
docs\dataset_generation.md,data/raw/placement_raw.csv,False,WARNING
docs\dataset_generation.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\dataset_strategy.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\dataset_strategy.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\data_foundation_validation.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\data_foundation_validation.md,data/raw/raw_defect_manifest.csv,True,PASS
docs\data_foundation_validation.md,scripts/validate_data_foundation.py,True,PASS
docs\data_foundation_validation.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\data_model.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\erd.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\erd.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\final_data_contract.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\final_data_contract.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\initial_data_profile.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\initial_data_profile.md,data/raw/raw_defect_manifest.csv,True,PASS
docs\initial_data_profile.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\initial_data_profile.md,scripts/profile_dataset.py,True,PASS
docs\phase2_to_phase3_handoff.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\phase2_to_phase3_handoff.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/phase2_validation_summary.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/unexpected_student_ids.csv,True,PASS
docs\post_cleaning_quality_audit.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\post_cleaning_quality_audit.md,scripts/validate_clean_dataset.py,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/controlled_defect_reconciliation.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/skill_value_audit.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/numeric_range_validation.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/placement_package_validation.csv,True,PASS
docs\post_cleaning_quality_audit.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/final_null_profile.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/phase2_final_validation_scorecard.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/missing_student_ids.csv,True,PASS
docs\post_cleaning_quality_audit.md,outputs/validation/cleaning_audit_reconciliation.csv,True,PASS
docs\standardization_and_imputation.md,data/processed/placementlens_students_clean.csv,True,PASS
docs\standardization_and_imputation.md,outputs/cleaning/imputation_log.csv,True,PASS
docs\standardization_and_imputation.md,scripts/clean_standardize.py,True,PASS
docs\standardization_and_imputation.md,data/processed/placementlens_students_structural_clean.csv,True,PASS
docs\structural_cleaning_report.md,scripts/clean_structural.py,True,PASS
docs\structural_cleaning_report.md,outputs/cleaning/structural_cleaning_summary.csv,True,PASS
docs\structural_cleaning_report.md,data/raw/placementlens_students_raw.csv,True,PASS
docs\structural_cleaning_report.md,outputs/cleaning/structural_cleaning_run_log.md,True,PASS
docs\structural_cleaning_report.md,outputs/cleaning/structural_cleaning_validation.csv,True,PASS
docs\structural_cleaning_report.md,data/processed/placementlens_students_structural_clean.csv,True,PASS
docs\structural_cleaning_report.md,outputs/cleaning/duplicate_audit.csv,True,PASS
outputs\cleaning\cleaning_run_log.md,data/processed/placementlens_students_clean.csv,True,PASS
outputs\cleaning\cleaning_run_log.md,data/raw/placementlens_students_raw.csv,True,PASS
outputs\cleaning\cleaning_run_log.md,scripts/clean_dataset.py,True,PASS
outputs\cleaning\cleaning_validation_rules.md,data/processed/placementlens_students_clean.csv,True,PASS
outputs\cleaning\cleaning_validation_rules.md,outputs/cleaning/imputation_log.csv,True,PASS
outputs\cleaning\part4_run_log.md,data/processed/placementlens_students_clean.csv,True,PASS
outputs\cleaning\part4_run_log.md,data/processed/placementlens_students_structural_clean.csv,True,PASS
outputs\cleaning\structural_cleaning_run_log.md,data/raw/placementlens_students_raw.csv,True,PASS
outputs\cleaning\structural_cleaning_run_log.md,data/processed/placementlens_students_structural_clean.csv,True,PASS
outputs\phase1\phase1_baseline.md,data/raw/raw_defect_manifest.csv,True,PASS
outputs\phase1\phase1_baseline.md,scripts/generate_dataset.py,True,PASS
outputs\phase1\phase1_baseline.md,data/raw/placement_raw.csv,False,WARNING
outputs\phase1\phase1_baseline.md,data/raw/placementlens_students_raw.csv,True,PASS
outputs\phase2\phase2_baseline.md,data/processed/placementlens_students_clean.csv,True,PASS
outputs\phase2\phase2_baseline.md,data/raw/placementlens_students_raw.csv,True,PASS
outputs\profiling\profiling_report.md,data/raw/placementlens_students_raw.csv,True,PASS
outputs\validation\13_phase1_validation_summary.md,data/raw/raw_defect_manifest.csv,True,PASS
outputs\validation\13_phase1_validation_summary.md,data/raw/placementlens_students_raw.csv,True,PASS
scripts\audit_project.py,outputs/project_audit/13_phase_readiness_audit.csv,False,WARNING
scripts\audit_project.py,scripts/clean_dataset.py,True,PASS
scripts\audit_project.py,data/processed/placementlens_students_clean.csv,True,PASS
scripts\audit_project.py,scripts/validate_clean_dataset.py,True,PASS
scripts\audit_project.py,docs/cleaning_pipeline.md,True,PASS
scripts\audit_project.py,docs/dataset_strategy.md,True,PASS
scripts\audit_project.py,docs/structural_cleaning_report.md,True,PASS
scripts\audit_project.py,docs/standardization_and_imputation.md,True,PASS
scripts\audit_project.py,docs/post_cleaning_quality_audit.md,True,PASS
scripts\audit_project.py,data/raw/placement_raw.csv,False,WARNING
scripts\audit_project.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\audit_project.py,docs/phase2_to_phase3_handoff.md,True,PASS
scripts\audit_project.py,docs/cleaning_strategy.md,True,PASS
scripts\audit_project.py,docs/final_data_contract.md,True,PASS
scripts\clean_dataset.py,data/processed/placementlens_students_clean.csv,True,PASS
scripts\clean_dataset.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\clean_dataset.py,scripts/clean_dataset.py,True,PASS
scripts\clean_standardize.py,data/processed/placementlens_students_clean.csv,True,PASS
scripts\clean_standardize.py,data/processed/placementlens_students_structural_clean.csv,True,PASS
scripts\clean_structural.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\clean_structural.py,data/processed/placementlens_students_structural_clean.csv,True,PASS
scripts\finalize_phase2.py,outputs/phase2/phase2_completion_scorecard.csv,True,PASS
scripts\finalize_phase2.py,data/processed/placementlens_students_clean.csv,True,PASS
scripts\finalize_phase2.py,outputs/phase2/phase2_baseline.md,True,PASS
scripts\finalize_phase2.py,outputs/phase2/phase2_clean_baseline.csv,True,PASS
scripts\finalize_phase2.py,outputs/phase2/phase2_defect_reconciliation.csv,True,PASS
scripts\finalize_phase2.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\finalize_phase2.py,docs/phase2_to_phase3_handoff.md,True,PASS
scripts\generate_dataset.py,data/raw/raw_defect_manifest.csv,True,PASS
scripts\generate_dataset.py,data/raw/placement_raw.csv,False,WARNING
scripts\generate_dataset.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/branch_profile.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/missing_values.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/profiled_quality_issues.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/placement_profile.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/package_profile.csv,True,PASS
scripts\profile_dataset.py,data/raw/raw_defect_manifest.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/duplicate_profile.csv,True,PASS
scripts\profile_dataset.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/skill_profile.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/defect_reconciliation.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/column_profile.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/preparation_vs_placement.csv,True,PASS
scripts\profile_dataset.py,outputs/profiling/score_profile.csv,True,PASS
scripts\validate_clean_dataset.py,data/processed/placementlens_students_clean.csv,True,PASS
scripts\validate_data_foundation.py,scripts/generate_dataset.py,True,PASS
scripts\validate_data_foundation.py,data/raw/raw_defect_manifest.csv,True,PASS
scripts\validate_data_foundation.py,data/raw/placementlens_students_raw.csv,True,PASS
scripts\validate_data_foundation.py,outputs/validation/01_validation_scorecard.csv,True,PASS
