file_path,referenced_by_code_count,code_referencing_files,referenced_by_docs_count,docs_referencing_files,status
outputs/cleaning/cleaning_summary.csv,3,scripts/clean_dataset.py; scripts/clean_standardize.py; scripts/clean_structural.py,7,00_project_blueprint/29_change_log.md; 00_project_blueprint/38_phase_2_part_2_completion_report.md; 00_project_blueprint/39_phase_2_part_3_completion_report.md,REFERENCED
outputs/cleaning/cleaning_validation_rules.md,0,,3,00_project_blueprint/29_change_log.md; 00_project_blueprint/37_phase_2_part_1_completion_report.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
outputs/cleaning/duplicate_audit.csv,3,scripts/audit_project.py; scripts/clean_structural.py; scripts/validate_clean_dataset.py,4,00_project_blueprint/29_change_log.md; 00_project_blueprint/39_phase_2_part_3_completion_report.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
outputs/cleaning/expected_before_after_counts.csv,0,,2,00_project_blueprint/29_change_log.md; 00_project_blueprint/37_phase_2_part_1_completion_report.md,REFERENCED
outputs/cleaning/imputation_log.csv,4,scripts/audit_project.py; scripts/clean_dataset.py; scripts/clean_standardize.py,9,00_project_blueprint/29_change_log.md; 00_project_blueprint/37_phase_2_part_1_completion_report.md; 00_project_blueprint/38_phase_2_part_2_completion_report.md,REFERENCED
outputs/cleaning/part4_cleaning_summary.csv,1,scripts/clean_standardize.py,2,00_project_blueprint/29_change_log.md; 00_project_blueprint/40_phase_2_part_4_completion_report.md,REFERENCED
outputs/cleaning/part4_run_log.md,1,scripts/clean_standardize.py,2,00_project_blueprint/29_change_log.md; 00_project_blueprint/40_phase_2_part_4_completion_report.md,REFERENCED
outputs/cleaning/part4_validation.csv,1,scripts/clean_standardize.py,2,00_project_blueprint/29_change_log.md; 00_project_blueprint/40_phase_2_part_4_completion_report.md,REFERENCED
outputs/cleaning/standardization_audit.csv,2,scripts/clean_standardize.py; scripts/validate_clean_dataset.py,3,00_project_blueprint/29_change_log.md; 00_project_blueprint/40_phase_2_part_4_completion_report.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
outputs/cleaning/structural_cleaning_run_log.md,1,scripts/clean_structural.py,3,00_project_blueprint/29_change_log.md; 00_project_blueprint/39_phase_2_part_3_completion_report.md; docs/structural_cleaning_report.md,REFERENCED
outputs/cleaning/structural_cleaning_summary.csv,1,scripts/clean_structural.py,4,00_project_blueprint/29_change_log.md; 00_project_blueprint/39_phase_2_part_3_completion_report.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
outputs/cleaning/structural_cleaning_validation.csv,1,scripts/clean_structural.py,3,00_project_blueprint/29_change_log.md; 00_project_blueprint/39_phase_2_part_3_completion_report.md; docs/structural_cleaning_report.md,REFERENCED
outputs/phase1/01_phase1_completion_scorecard.csv,0,,0,,UNREFERENCED
outputs/phase1/phase1_baseline.md,0,,0,,UNREFERENCED
outputs/phase2/phase2_baseline.md,1,scripts/finalize_phase2.py,2,00_project_blueprint/29_change_log.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
outputs/phase2/phase2_clean_baseline.csv,2,scripts/audit_project.py; scripts/finalize_phase2.py,1,00_project_blueprint/29_change_log.md,REFERENCED
outputs/phase2/phase2_completion_scorecard.csv,1,scripts/finalize_phase2.py,1,00_project_blueprint/29_change_log.md,REFERENCED
outputs/phase2/phase2_defect_reconciliation.csv,1,scripts/finalize_phase2.py,1,00_project_blueprint/29_change_log.md,REFERENCED
outputs/profiling/branch_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/column_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/defect_reconciliation.csv,4,scripts/finalize_phase2.py; scripts/profile_dataset.py; scripts/validate_clean_dataset.py,4,00_project_blueprint/29_change_log.md; docs/post_cleaning_quality_audit.md; outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/duplicate_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/missing_values.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/package_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/placement_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/preparation_vs_placement.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/profiled_quality_issues.csv,1,scripts/profile_dataset.py,2,00_project_blueprint/34_phase_1_part_4_completion_report.md; outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/profiling_report.md,0,,0,,UNREFERENCED
outputs/profiling/score_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/profiling/skill_profile.csv,1,scripts/profile_dataset.py,1,outputs/profiling/profiling_report.md,REFERENCED
outputs/project_audit/01_project_audit_report.md,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/02_issue_register.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/03_code_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/04_data_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/05_schema_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/06_pipeline_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/07_documentation_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/08_checkpoint_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/09_file_reference_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/10_test_coverage_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/11_reproducibility_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/12_security_privacy_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/project_audit/13_phase_readiness_audit.csv,1,scripts/audit_project.py,0,,REFERENCED
outputs/validation/01_validation_scorecard.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/02_schema_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/03_id_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/04_category_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/05_numeric_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/06_placement_logic_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/07_skill_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/08_defect_reconciliation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/09_unexpected_defects.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/10_privacy_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/11_immutability_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/12_reproducibility_validation.csv,1,scripts/validate_data_foundation.py,1,outputs/validation/13_phase1_validation_summary.md,REFERENCED
outputs/validation/13_phase1_validation_summary.md,0,,0,,UNREFERENCED
outputs/validation/cleaning_audit_reconciliation.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/controlled_defect_reconciliation.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/final_null_profile.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/missing_student_ids.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/numeric_range_validation.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/phase2_final_validation_scorecard.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/phase2_validation_summary.csv,2,scripts/audit_project.py; scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/placement_package_validation.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/skill_value_audit.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
outputs/validation/unexpected_student_ids.csv,1,scripts/validate_clean_dataset.py,1,docs/post_cleaning_quality_audit.md,REFERENCED
scripts/audit_cleanup.py,0,,0,,UNREFERENCED
scripts/audit_project.py,0,,0,,UNREFERENCED
scripts/clean_dataset.py,1,scripts/audit_project.py,10,00_project_blueprint/29_change_log.md; 00_project_blueprint/37_phase_2_part_1_completion_report.md; 00_project_blueprint/38_phase_2_part_2_completion_report.md,REFERENCED
scripts/clean_standardize.py,0,,4,00_project_blueprint/29_change_log.md; 00_project_blueprint/40_phase_2_part_4_completion_report.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
scripts/clean_structural.py,0,,4,00_project_blueprint/29_change_log.md; 00_project_blueprint/39_phase_2_part_3_completion_report.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
scripts/finalize_phase2.py,0,,2,00_project_blueprint/29_change_log.md; 00_project_blueprint/42_phase_2_completion_report.md,REFERENCED
scripts/generate_dataset.py,2,scripts/audit_project.py; scripts/validate_data_foundation.py,4,00_project_blueprint/33_phase_1_part_3_completion_report.md; 00_project_blueprint/36_phase_1_completion_report.md; docs/dataset_generation.md,REFERENCED
scripts/profile_dataset.py,0,,3,00_project_blueprint/34_phase_1_part_4_completion_report.md; 00_project_blueprint/36_phase_1_completion_report.md; docs/initial_data_profile.md,REFERENCED
scripts/validate_clean_dataset.py,1,scripts/audit_project.py,6,00_project_blueprint/29_change_log.md; 00_project_blueprint/40_phase_2_part_4_completion_report.md; 00_project_blueprint/41_phase_2_part_5_completion_report.md,REFERENCED
scripts/validate_data_foundation.py,0,,3,00_project_blueprint/35_phase_1_part_5_completion_report.md; 00_project_blueprint/36_phase_1_completion_report.md; docs/data_foundation_validation.md,REFERENCED
sql/.gitkeep,1,scripts/audit_cleanup.py,0,,REFERENCED
tests/.gitkeep,1,scripts/audit_cleanup.py,0,,REFERENCED
